timestamp,superwatch_wave[0],superwatch_wave[10],superwatch_wave[11],superwatch_wave[12],superwatch_wave[13],superwatch_wave[14],superwatch_wave[15],superwatch_wave[1],superwatch_wave[2],superwatch_wave[3],superwatch_wave[4],superwatch_wave[5],superwatch_wave[6],superwatch_wave[7],superwatch_wave[8],superwatch_wave[9]
0.179009,-76.65,8.79,-30.00,-64.23,-88.67,-99.61,-95.39,-46.24,-8.79,30.00,64.23,88.67,99.61,95.39,76.65,46.24
0.180011,-76.24,8.16,-30.60,-64.71,-88.96,-99.67,-95.20,-45.68,-8.16,30.60,64.71,88.96,99.67,95.20,76.24,45.68
0.181010,-75.84,7.53,-31.20,-65.18,-89.24,-99.72,-95.01,-45.12,-7.53,31.20,65.18,89.24,99.72,95.01,75.84,45.12
0.182011,-75.43,6.91,-31.80,-65.66,-89.52,-99.76,-94.81,-44.56,-6.91,31.80,65.66,89.52,99.76,94.81,75.43,44.56
0.183011,-75.01,6.28,-32.39,-66.13,-89.80,-99.80,-94.61,-43.99,-6.28,32.39,66.13,89.80,99.80,94.61,75.01,43.99
0.184158,-74.59,5.65,-32.99,-66.60,-90.08,-99.84,-94.40,-43.43,-5.65,32.99,66.60,90.08,99.84,94.40,74.59,43.43
0.185011,-74.17,5.02,-33.58,-67.07,-90.35,-99.87,-94.19,-42.86,-5.02,33.58,67.07,90.35,99.87,94.19,74.17,42.86
0.186010,-73.75,4.40,-34.17,-67.53,-90.62,-99.90,-93.98,-42.29,-4.40,34.17,67.53,90.62,99.90,93.98,73.75,42.29
0.187010,-73.33,3.77,-34.76,-68.00,-90.88,-99.93,-93.76,-41.72,-3.77,34.76,68.00,90.88,99.93,93.76,73.33,41.72
0.188010,-72.90,3.14,-35.35,-68.45,-91.14,-99.95,-93.54,-41.15,-3.14,35.35,68.45,91.14,99.95,93.54,72.90,41.15
0.189009,-72.47,2.51,-35.93,-68.91,-91.40,-99.97,-93.32,-40.58,-2.51,35.93,68.91,91.40,99.97,93.32,72.47,40.58
0.190010,-72.03,1.88,-36.52,-69.37,-91.65,-99.98,-93.09,-40.00,-1.88,36.52,69.37,91.65,99.98,93.09,72.03,40.00
0.191078,-71.59,1.26,-37.10,-69.82,-91.90,-99.99,-92.86,-39.43,-1.26,37.10,69.82,91.90,99.99,92.86,71.59,39.43
0.192010,-71.15,0.63,-37.69,-70.26,-92.15,-100.00,-92.63,-38.85,-0.63,37.69,70.26,92.15,100.00,92.63,71.15,38.85
0.193009,-70.71,-0.00,-38.27,-70.71,-92.39,-100.00,-92.39,-38.27,-0.00,38.27,70.71,92.39,100.00,92.39,70.71,38.27
0.194008,-70.26,-0.63,-38.85,-71.15,-92.63,-100.00,-92.15,-37.69,0.63,38.85,71.15,92.63,100.00,92.15,70.26,37.69
0.195015,-69.82,-1.26,-39.43,-71.59,-92.86,-99.99,-91.90,-37.10,1.26,39.43,71.59,92.86,99.99,91.90,69.82,37.10
0.196010,-69.37,-1.88,-40.00,-72.03,-93.09,-99.98,-91.65,-36.52,1.88,40.00,72.03,93.09,99.98,91.65,69.37,36.52
0.197013,-68.91,-2.51,-40.58,-72.47,-93.32,-99.97,-91.40,-35.93,2.51,40.58,72.47,93.32,99.97,91.40,68.91,35.93
0.198080,-68.45,-3.14,-41.15,-72.90,-93.54,-99.95,-91.14,-35.35,3.14,41.15,72.90,93.54,99.95,91.14,68.45,35.35
0.199010,-68.00,-3.77,-41.72,-73.33,-93.76,-99.93,-90.88,-34.76,3.77,41.72,73.33,93.76,99.93,90.88,68.00,34.76
0.200012,-67.53,-4.40,-42.29,-73.75,-93.98,-99.90,-90.62,-34.17,4.40,42.29,73.75,93.98,99.90,90.62,67.53,34.17
0.201081,-67.07,-5.02,-42.86,-74.17,-94.19,-99.87,-90.35,-33.58,5.02,42.86,74.17,94.19,99.87,90.35,67.07,33.58
0.202008,-66.60,-5.65,-43.43,-74.59,-94.40,-99.84,-90.08,-32.99,5.65,43.43,74.59,94.40,99.84,90.08,66.60,32.99
0.203008,-66.13,-6.28,-43.99,-75.01,-94.61,-99.80,-89.80,-32.39,6.28,43.99,75.01,94.61,99.80,89.80,66.13,32.39
0.204007,-65.66,-6.91,-44.56,-75.43,-94.81,-99.76,-89.52,-31.80,6.91,44.56,75.43,94.81,99.76,89.52,65.66,31.80
0.205008,-65.18,-7.53,-45.12,-75.84,-95.01,-99.72,-89.24,-31.20,7.53,45.12,75.84,95.01,99.72,89.24,65.18,31.20
0.206012,-64.71,-8.16,-45.68,-76.24,-95.20,-99.67,-88.96,-30.60,8.16,45.68,76.24,95.20,99.67,88.96,64.71,30.60
0.207011,-64.23,-8.79,-46.24,-76.65,-95.39,-99.61,-88.67,-30.00,8.79,46.24,76.65,95.39,99.61,88.67,64.23,30.00
0.208074,-63.74,-9.41,-46.79,-77.05,-95.58,-99.56,-88.38,-29.40,9.41,46.79,77.05,95.58,99.56,88.38,63.74,29.40
0.209010,-63.26,-10.04,-47.35,-77.45,-95.76,-99.50,-88.08,-28.80,10.04,47.35,77.45,95.76,99.50,88.08,63.26,28.80
0.210013,-62.77,-10.66,-47.90,-77.85,-95.94,-99.43,-87.78,-28.20,10.66,47.90,77.85,95.94,99.43,87.78,62.77,28.20
0.211011,-62.28,-11.29,-48.45,-78.24,-96.12,-99.36,-87.48,-27.60,11.29,48.45,78.24,96.12,99.36,87.48,62.28,27.60
0.212011,-61.79,-11.91,-49.00,-78.63,-96.29,-99.29,-87.17,-26.99,11.91,49.00,78.63,96.29,99.29,87.17,61.79,26.99
0.213010,-61.29,-12.53,-49.55,-79.02,-96.46,-99.21,-86.86,-26.39,12.53,49.55,79.02,96.46,99.21,86.86,61.29,26.39
0.214010,-60.79,-13.16,-50.09,-79.40,-96.62,-99.13,-86.55,-25.78,13.16,50.09,79.40,96.62,99.13,86.55,60.79,25.78
0.215008,-60.29,-13.78,-50.63,-79.78,-96.78,-99.05,-86.23,-25.17,13.78,50.63,79.78,96.78,99.05,86.23,60.29,25.17
0.216011,-59.79,-14.40,-51.17,-80.16,-96.94,-98.96,-85.91,-24.56,14.40,51.17,80.16,96.94,98.96,85.91,59.79,24.56
0.217011,-59.29,-15.02,-51.71,-80.53,-97.09,-98.87,-85.59,-23.95,15.02,51.71,80.53,97.09,98.87,85.59,59.29,23.95
0.218007,-58.78,-15.64,-52.25,-80.90,-97.24,-98.77,-85.26,-23.34,15.64,52.25,80.90,97.24,98.77,85.26,58.78,23.34
0.219009,-58.27,-16.26,-52.78,-81.27,-97.38,-98.67,-84.93,-22.73,16.26,52.78,81.27,97.38,98.67,84.93,58.27,22.73
0.220096,-57.76,-16.88,-53.32,-81.63,-97.52,-98.56,-84.60,-22.12,16.88,53.32,81.63,97.52,98.56,84.60,57.76,22.12
0.221007,-57.24,-17.50,-53.85,-82.00,-97.66,-98.46,-84.26,-21.51,17.50,53.85,82.00,97.66,98.46,84.26,57.24,21.51
0.222009,-56.73,-18.12,-54.38,-82.35,-97.79,-98.34,-83.92,-20.89,18.12,54.38,82.35,97.79,98.34,83.92,56.73,20.89
0.223022,-56.21,-18.74,-54.90,-82.71,-97.92,-98.23,-83.58,-20.28,18.74,54.90,82.71,97.92,98.23,83.58,56.21,20.28
0.224008,-55.69,-19.35,-55.43,-83.06,-98.05,-98.11,-83.23,-19.66,19.35,55.43,83.06,98.05,98.11,83.23,55.69,19.66
0.225010,-55.16,-19.97,-55.95,-83.41,-98.17,-97.99,-82.88,-19.05,19.97,55.95,83.41,98.17,97.99,82.88,55.16,19.05
0.226010,-54.64,-20.59,-56.47,-83.75,-98.29,-97.86,-82.53,-18.43,20.59,56.47,83.75,98.29,97.86,82.53,54.64,18.43
0.227010,-54.11,-21.20,-56.99,-84.09,-98.40,-97.73,-82.17,-17.81,21.20,56.99,84.09,98.40,97.73,82.17,54.11,17.81
0.228011,-53.58,-21.81,-57.50,-84.43,-98.51,-97.59,-81.81,-17.19,21.81,57.50,84.43,98.51,97.59,81.81,53.58,17.19
0.229007,-53.05,-22.43,-58.01,-84.77,-98.62,-97.45,-81.45,-16.57,22.43,58.01,84.77,98.62,97.45,81.45,53.05,16.57
0.230008,-52.52,-23.04,-58.52,-85.10,-98.72,-97.31,-81.09,-15.95,23.04,58.52,85.10,98.72,97.31,81.09,52.52,15.95
0.231010,-51.98,-23.65,-59.03,-85.43,-98.82,-97.16,-80.72,-15.33,23.65,59.03,85.43,98.82,97.16,80.72,51.98,15.33
0.232011,-51.44,-24.26,-59.54,-85.75,-98.91,-97.01,-80.34,-14.71,24.26,59.54,85.75,98.91,97.01,80.34,51.44,14.71
0.233010,-50.90,-24.87,-60.04,-86.07,-99.00,-96.86,-79.97,-14.09,24.87,60.04,86.07,99.00,96.86,79.97,50.90,14.09
0.234010,-50.36,-25.48,-60.54,-86.39,-99.09,-96.70,-79.59,-13.47,25.48,60.54,86.39,99.09,96.70,79.59,50.36,13.47
0.235009,-49.82,-26.08,-61.04,-86.71,-99.17,-96.54,-79.21,-12.84,26.08,61.04,86.71,99.17,96.54,79.21,49.82,12.84
0.236010,-49.27,-26.69,-61.54,-87.02,-99.25,-96.37,-78.82,-12.22,26.69,61.54,87.02,99.25,96.37,78.82,49.27,12.22
0.237009,-48.72,-27.30,-62.03,-87.33,-99.33,-96.20,-78.43,-11.60,27.30,62.03,87.33,99.33,96.20,78.43,48.72,11.60
0.238009,-48.18,-27.90,-62.52,-87.63,-99.40,-96.03,-78.04,-10.97,27.90,62.52,87.63,99.40,96.03,78.04,48.18,10.97
0.239013,-47.62,-28.50,-63.01,-87.93,-99.46,-95.85,-77.65,-10.35,28.50,63.01,87.93,99.46,95.85,77.65,47.62,10.35
0.240008,-47.07,-29.10,-63.50,-88.23,-99.53,-95.67,-77.25,-9.72,29.10,63.50,88.23,99.53,95.67,77.25,47.07,9.72
0.241010,-46.52,-29.70,-63.98,-88.52,-99.59,-95.49,-76.85,-9.10,29.70,63.98,88.52,99.59,95.49,76.85,46.52,9.10
0.242094,-45.96,-30.30,-64.47,-88.81,-99.64,-95.30,-76.45,-8.47,30.30,64.47,88.81,99.64,95.30,76.45,45.96,8.47
0.243009,-45.40,-30.90,-64.94,-89.10,-99.69,-95.11,-76.04,-7.85,30.90,64.94,89.10,99.69,95.11,76.04,45.40,7.85
0.244009,-44.84,-31.50,-65.42,-89.38,-99.74,-94.91,-75.63,-7.22,31.50,65.42,89.38,99.74,94.91,75.63,44.84,7.22
0.245066,-44.28,-32.09,-65.90,-89.66,-99.78,-94.71,-75.22,-6.59,32.09,65.90,89.66,99.78,94.71,75.22,44.28,6.59
0.246009,-43.71,-32.69,-66.37,-89.94,-99.82,-94.51,-74.80,-5.97,32.69,66.37,89.94,99.82,94.51,74.80,43.71,5.97
0.247009,-43.15,-33.28,-66.84,-90.21,-99.86,-94.30,-74.38,-5.34,33.28,66.84,90.21,99.86,94.30,74.38,43.15,5.34
0.248009,-42.58,-33.87,-67.30,-90.48,-99.89,-94.09,-73.96,-4.71,33.87,67.30,90.48,99.89,94.09,73.96,42.58,4.71
0.249066,-42.01,-34.46,-67.76,-90.75,-99.92,-93.87,-73.54,-4.08,34.46,67.76,90.75,99.92,93.87,73.54,42.01,4.08
0.250014,-41.44,-35.05,-68.23,-91.01,-99.94,-93.65,-73.11,-3.46,35.05,68.23,91.01,99.94,93.65,73.11,41.44,3.46
0.251086,-40.86,-35.64,-68.68,-91.27,-99.96,-93.43,-72.68,-2.83,35.64,68.68,91.27,99.96,93.43,72.68,40.86,2.83
0.252008,-40.29,-36.23,-69.14,-91.52,-99.98,-93.21,-72.25,-2.20,36.23,69.14,91.52,99.98,93.21,72.25,40.29,2.20
0.253008,-39.71,-36.81,-69.59,-91.78,-99.99,-92.98,-71.81,-1.57,36.81,69.59,91.78,99.99,92.98,71.81,39.71,1.57
0.254009,-39.14,-37.40,-70.04,-92.02,-100.00,-92.74,-71.37,-0.94,37.40,70.04,92.02,100.00,92.74,71.37,39.14,0.94
0.255008,-38.56,-37.98,-70.49,-92.27,-100.00,-92.51,-70.93,-0.31,37.98,70.49,92.27,100.00,92.51,70.93,38.56,0.31
0.256009,-37.98,-38.56,-70.93,-92.51,-100.00,-92.27,-70.49,0.31,38.56,70.93,92.51,100.00,92.27,70.49,37.98,-0.31
0.257063,-37.40,-39.14,-71.37,-92.74,-100.00,-92.02,-70.04,0.94,39.14,71.37,92.74,100.00,92.02,70.04,37.40,-0.94
0.258009,-36.81,-39.71,-71.81,-92.98,-99.99,-91.78,-69.59,1.57,39.71,71.81,92.98,99.99,91.78,69.59,36.81,-1.57
0.259008,-36.23,-40.29,-72.25,-93.21,-99.98,-91.52,-69.14,2.20,40.29,72.25,93.21,99.98,91.52,69.14,36.23,-2.20
0.260010,-35.64,-40.86,-72.68,-93.43,-99.96,-91.27,-68.68,2.83,40.86,72.68,93.43,99.96,91.27,68.68,35.64,-2.83
0.261014,-35.05,-41.44,-73.11,-93.65,-99.94,-91.01,-68.23,3.46,41.44,73.11,93.65,99.94,91.01,68.23,35.05,-3.46
0.262010,-34.46,-42.01,-73.54,-93.87,-99.92,-90.75,-67.76,4.08,42.01,73.54,93.87,99.92,90.75,67.76,34.46,-4.08
0.263009,-33.87,-42.58,-73.96,-94.09,-99.89,-90.48,-67.30,4.71,42.58,73.96,94.09,99.89,90.48,67.30,33.87,-4.71
0.264010,-33.28,-43.15,-74.38,-94.30,-99.86,-90.21,-66.84,5.34,43.15,74.38,94.30,99.86,90.21,66.84,33.28,-5.34
0.265008,-32.69,-43.71,-74.80,-94.51,-99.82,-89.94,-66.37,5.97,43.71,74.80,94.51,99.82,89.94,66.37,32.69,-5.97
0.266010,-32.09,-44.28,-75.22,-94.71,-99.78,-89.66,-65.90,6.59,44.28,75.22,94.71,99.78,89.66,65.90,32.09,-6.59
0.267062,-31.50,-44.84,-75.63,-94.91,-99.74,-89.38,-65.42,7.22,44.84,75.63,94.91,99.74,89.38,65.42,31.50,-7.22
0.268009,-30.90,-45.40,-76.04,-95.11,-99.69,-89.10,-64.94,7.85,45.40,76.04,95.11,99.69,89.10,64.94,30.90,-7.85
0.269009,-30.30,-45.96,-76.45,-95.30,-99.64,-88.81,-64.47,8.47,45.96,76.45,95.30,99.64,88.81,64.47,30.30,-8.47
0.270012,-29.70,-46.52,-76.85,-95.49,-99.59,-88.52,-63.98,9.10,46.52,76.85,95.49,99.59,88.52,63.98,29.70,-9.10
0.271010,-29.10,-47.07,-77.25,-95.67,-99.53,-88.23,-63.50,9.72,47.07,77.25,95.67,99.53,88.23,63.50,29.10,-9.72
0.272156,-27.90,-48.18,-78.04,-96.03,-99.40,-87.63,-62.52,10.97,48.18,78.04,96.03,99.40,87.63,62.52,27.90,-10.97
0.273007,-27.90,-48.18,-78.04,-96.03,-99.40,-87.63,-62.52,10.97,48.18,78.04,96.03,99.40,87.63,62.52,27.90,-10.97
0.274010,-27.30,-48.72,-78.43,-96.20,-99.33,-87.33,-62.03,11.60,48.73,78.43,96.20,99.33,87.33,62.03,27.30,-11.60
0.275007,-26.69,-49.27,-78.82,-96.37,-99.25,-87.02,-61.54,12.22,49.27,78.82,96.37,99.25,87.02,61.54,26.69,-12.22
0.276008,-26.08,-49.82,-79.21,-96.54,-99.17,-86.71,-61.04,12.84,49.82,79.21,96.54,99.17,86.71,61.04,26.08,-12.84
0.277007,-25.48,-50.36,-79.59,-96.70,-99.09,-86.39,-60.54,13.47,50.36,79.59,96.70,99.09,86.39,60.54,25.48,-13.47
0.278009,-24.87,-50.90,-79.97,-96.86,-99.00,-86.07,-60.04,14.09,50.90,79.97,96.86,99.00,86.07,60.04,24.87,-14.09
0.279066,-24.26,-51.44,-80.34,-97.01,-98.91,-85.75,-59.54,14.71,51.44,80.34,97.01,98.91,85.75,59.54,24.26,-14.71
0.280011,-23.65,-51.98,-80.72,-97.16,-98.82,-85.43,-59.03,15.33,51.98,80.72,97.16,98.82,85.43,59.03,23.65,-15.33
0.281009,-23.04,-52.52,-81.09,-97.31,-98.72,-85.10,-58.52,15.95,52.52,81.09,97.31,98.72,85.10,58.52,23.04,-15.95
0.282009,-22.43,-53.05,-81.45,-97.45,-98.62,-84.77,-58.01,16.57,53.05,81.45,97.45,98.62,84.77,58.01,22.43,-16.57
0.283170,-21.20,-54.11,-82.17,-97.73,-98.40,-84.09,-56.99,17.81,54.11,82.17,97.73,98.40,84.09,56.99,21.20,-17.81
0.284011,-21.20,-54.11,-82.17,-97.73,-98.40,-84.09,-56.99,17.81,54.11,82.17,97.73,98.40,84.09,56.99,21.20,-17.81
0.285010,-20.59,-54.64,-82.53,-97.86,-98.29,-83.75,-56.47,18.43,54.64,82.53,97.86,98.29,83.75,56.47,20.59,-18.43
0.286078,-19.97,-55.69,-83.23,-98.11,-98.05,-83.06,-55.43,19.05,55.16,82.88,97.99,98.17,83.06,55.43,19.35,-19.66
0.287009,-19.35,-55.69,-83.23,-98.11,-98.05,-83.06,-55.43,19.66,55.69,83.23,98.11,98.05,83.06,55.43,19.35,-19.66
0.288010,-18.74,-56.21,-83.58,-98.23,-97.92,-82.71,-54.90,20.28,56.21,83.58,98.23,97.92,82.71,54.90,18.74,-20.28
0.289012,-18.12,-56.73,-83.92,-98.34,-97.79,-82.35,-54.38,20.89,56.73,83.92,98.34,97.79,82.35,54.38,18.12,-20.89
0.290014,-17.50,-57.24,-84.26,-98.46,-97.66,-82.00,-53.85,21.51,57.24,84.26,98.46,97.66,82.00,53.85,17.50,-21.51
0.291011,-16.88,-57.76,-84.60,-98.56,-97.52,-81.63,-53.32,22.12,57.76,84.60,98.56,97.52,81.63,53.32,16.88,-22.12
0.292010,-16.26,-58.27,-84.93,-98.67,-97.38,-81.27,-52.78,22.73,58.27,84.93,98.67,97.38,81.27,52.78,16.26,-22.73
0.293075,-15.64,-59.29,-85.59,-98.87,-97.09,-80.53,-51.71,23.96,59.29,85.59,98.87,97.09,80.53,51.71,15.02,-23.96
0.294017,-15.02,-59.29,-85.59,-98.87,-97.09,-80.53,-51.71,23.96,59.29,85.59,98.87,97.09,80.53,51.71,15.02,-23.96
0.295090,-14.40,-60.29,-86.23,-99.05,-96.78,-79.78,-50.63,25.17,60.29,86.23,99.05,96.78,79.78,50.63,13.78,-25.17
0.296009,-13.78,-60.29,-86.23,-99.05,-96.78,-79.78,-50.63,25.17,60.29,86.23,99.05,96.78,79.78,50.63,13.78,-25.17
0.297008,-13.16,-60.79,-86.55,-99.13,-96.62,-79.40,-50.09,25.78,60.79,86.55,99.13,96.62,79.40,50.09,13.16,-25.78
0.298010,-12.53,-61.29,-86.86,-99.21,-96.46,-79.02,-49.55,26.39,61.29,86.86,99.21,96.46,79.02,49.55,12.53,-26.39
0.299010,-11.91,-61.79,-87.17,-99.29,-96.29,-78.63,-49.00,26.99,61.79,87.17,99.29,96.29,78.63,49.00,11.91,-26.99
0.300010,-11.29,-62.28,-87.48,-99.36,-96.12,-78.24,-48.45,27.60,62.28,87.48,99.36,96.12,78.24,48.45,11.29,-27.60
0.301011,-10.66,-62.77,-87.78,-99.43,-95.94,-77.85,-47.90,28.20,62.77,87.78,99.43,95.94,77.85,47.90,10.66,-28.20
0.302009,-10.04,-63.26,-88.08,-99.50,-95.76,-77.45,-46.79,28.80,63.26,88.08,99.50,95.76,77.45,47.35,10.04,-28.80
0.303011,-9.41,-63.74,-88.38,-99.56,-95.58,-77.05,-46.79,29.40,63.74,88.38,99.56,95.58,77.05,46.79,9.41,-29.40
0.304064,-8.79,-64.71,-88.96,-99.67,-95.20,-76.24,-45.68,30.60,64.71,88.96,99.67,95.20,76.24,45.68,8.16,-30.60
0.305013,-8.16,-64.71,-88.96,-99.72,-95.01,-75.84,-45.12,30.60,64.71,88.96,99.67,95.20,76.24,45.68,8.16,-30.60
0.306092,-6.91,-65.66,-89.52,-99.76,-94.81,-75.43,-44.56,31.80,65.66,89.52,99.76,94.81,75.43,44.56,6.91,-31.80
0.307007,-6.91,-65.66,-89.52,-99.76,-94.81,-75.43,-43.99,31.80,65.66,89.52,99.76,94.81,75.43,44.56,6.91,-31.80
0.308008,-6.28,-66.13,-90.08,-99.84,-94.40,-74.59,-43.43,32.39,66.13,89.80,99.80,94.61,75.01,43.99,6.28,-32.39
0.309009,-5.65,-67.07,-90.35,-99.87,-94.19,-74.17,-42.86,32.99,66.60,90.08,99.84,94.40,74.59,43.43,5.65,-32.99
0.310011,-5.02,-67.53,-90.62,-99.90,-93.98,-73.75,-42.29,33.58,67.07,90.35,99.87,94.19,74.17,42.86,4.40,-34.17
0.311010,-4.40,-68.00,-90.88,-99.93,-93.76,-73.33,-41.72,34.17,67.53,90.62,99.90,93.98,73.75,42.29,3.77,-34.76
0.312009,-3.77,-68.45,-91.14,-99.95,-93.54,-72.90,-41.15,34.76,68.00,90.88,99.93,93.76,73.33,41.15,3.14,-35.35
0.313009,-3.14,-68.91,-91.40,-99.97,-93.32,-72.47,-40.58,35.35,68.45,91.14,99.95,93.54,72.47,40.58,2.51,-35.93
0.314009,-2.51,-69.37,-91.65,-99.98,-93.09,-72.03,-40.00,35.93,68.91,91.40,99.97,93.09,72.03,40.00,1.88,-36.52
0.315008,-1.88,-69.82,-91.90,-99.99,-92.86,-71.59,-39.43,36.52,69.37,91.65,99.99,92.86,71.59,39.43,1.26,-37.10
0.316012,-1.26,-70.27,-92.15,-100.00,-92.63,-71.15,-38.85,37.69,70.26,92.15,100.00,92.63,71.15,38.85,0.63,-37.69
0.317012,-0.63,-70.71,-92.39,-100.00,-92.39,-70.71,-38.27,38.27,70.71,92.39,100.00,92.39,70.71,38.27,-0.00,-38.27
0.318024,0.00,-71.15,-92.63,-100.00,-92.15,-70.26,-37.69,38.85,71.15,92.63,100.00,92.15,70.26,37.69,-0.63,-38.85
0.319009,0.63,-71.59,-92.86,-99.99,-91.90,-69.82,-37.10,39.43,71.59,92.86,99.99,91.90,69.82,37.10,-1.26,-39.43
0.320083,1.88,-72.03,-93.09,-99.98,-91.65,-69.37,-36.52,40.00,72.03,93.09,99.98,91.65,69.37,36.52,-1.88,-40.00
0.321009,1.88,-72.47,-93.32,-99.97,-91.40,-68.91,-35.93,40.58,72.47,93.32,99.97,91.40,68.91,35.93,-2.51,-40.58
0.322010,2.51,-72.90,-93.54,-99.95,-91.14,-68.45,-35.35,41.15,72.90,93.54,99.95,91.14,68.45,35.35,-3.14,-41.15
0.323011,3.14,-73.33,-93.76,-99.93,-90.88,-68.00,-34.76,41.72,73.33,93.76,99.93,90.88,68.00,34.76,-3.77,-41.72
0.324010,3.77,-73.75,-93.98,-99.90,-90.62,-67.53,-34.17,42.29,73.75,93.98,99.90,90.62,67.53,34.17,-4.40,-42.29
0.325011,4.40,-74.17,-94.19,-99.87,-90.35,-67.07,-33.58,42.86,74.17,94.19,99.87,90.35,67.07,33.58,-5.02,-42.86
0.326012,5.02,-74.59,-94.40,-99.84,-90.08,-66.60,-32.99,43.43,74.59,94.40,99.84,90.08,66.60,32.99,-5.65,-43.43
0.327012,6.28,-75.01,-94.61,-99.80,-89.80,-66.13,-32.39,43.99,75.01,94.61,99.80,89.80,66.13,32.39,-6.28,-43.99
0.328009,6.28,-75.43,-94.81,-99.76,-89.52,-65.66,-31.80,44.56,75.43,94.81,99.76,89.52,65.66,31.80,-6.91,-44.56
0.329008,6.91,-75.84,-95.01,-99.72,-89.24,-65.18,-31.20,45.12,75.84,95.01,99.72,89.24,65.18,31.20,-7.53,-45.12
0.330092,8.16,-76.24,-95.20,-99.67,-88.96,-64.71,-30.60,45.68,76.24,95.20,99.67,88.96,64.71,30.60,-8.16,-45.68
0.331008,8.16,-76.65,-95.39,-99.61,-88.67,-64.23,-30.00,46.24,76.65,95.39,99.61,88.67,64.23,30.00,-8.79,-46.24
0.332009,9.41,-77.05,-95.58,-99.56,-88.38,-63.74,-29.40,46.79,77.05,95.58,99.56,88.38,63.74,29.40,-9.41,-46.79
0.333019,10.04,-77.45,-95.76,-99.50,-88.08,-63.26,-28.80,47.35,77.45,95.76,99.50,88.08,63.26,28.80,-10.04,-47.35
0.334009,10.66,-77.85,-95.94,-99.43,-87.78,-62.77,-28.20,47.90,77.85,95.94,99.43,87.78,62.77,28.20,-10.66,-47.90
0.335061,11.29,-78.24,-96.12,-99.36,-87.48,-62.28,-27.60,48.45,78.24,96.12,99.36,87.48,62.28,27.60,-11.29,-48.45
0.336008,11.91,-78.63,-96.29,-99.29,-87.17,-61.79,-26.99,49.00,78.63,96.29,99.29,87.17,61.79,26.99,-11.91,-49.00
0.337008,12.53,-79.02,-96.46,-99.21,-86.86,-61.29,-26.39,49.55,79.02,96.46,99.21,86.86,61.29,26.39,-12.53,-49.55
0.338154,13.16,-79.40,-96.62,-99.13,-86.55,-60.79,-25.78,50.09,79.40,96.62,99.13,86.55,60.79,25.78,-13.16,-50.09
0.339008,13.78,-79.78,-96.78,-99.05,-86.23,-60.29,-25.17,50.63,79.78,96.78,99.05,86.23,60.29,25.17,-13.78,-50.63
0.340010,14.40,-80.16,-96.94,-98.96,-85.91,-59.79,-24.56,51.17,80.16,96.94,98.96,85.91,59.79,24.56,-14.40,-51.17
0.341011,15.02,-80.53,-97.09,-98.87,-85.59,-59.29,-23.96,51.71,80.53,97.09,98.87,85.59,59.29,23.96,-15.02,-51.71
0.342094,15.64,-80.90,-97.24,-98.77,-85.26,-58.78,-23.34,52.25,80.90,97.24,98.77,85.26,58.78,23.34,-15.64,-52.25
0.343008,16.26,-81.27,-97.38,-98.67,-84.93,-58.27,-22.73,52.78,81.27,97.38,98.67,84.93,58.27,22.73,-16.26,-52.78
0.344010,16.88,-81.63,-97.52,-98.56,-84.60,-57.76,-22.12,53.32,81.63,97.52,98.56,84.60,57.76,22.12,-16.88,-53.32
0.345074,17.50,-82.00,-97.66,-98.46,-84.26,-57.24,-21.51,53.85,82.00,97.66,98.46,84.26,57.24,21.51,-17.50,-53.85
0.346010,18.12,-82.35,-97.79,-98.34,-83.92,-56.73,-20.89,54.38,82.35,97.79,98.34,83.92,56.73,20.89,-18.12,-54.38
0.347010,18.74,-82.71,-97.92,-98.23,-83.58,-56.21,-20.28,54.90,82.71,97.92,98.23,83.58,56.21,20.28,-18.74,-54.90
0.348012,19.35,-83.06,-98.05,-98.11,-83.23,-55.69,-19.66,55.43,83.06,98.05,98.11,83.23,55.69,19.66,-19.35,-55.43
0.349013,19.97,-83.41,-98.17,-97.99,-82.88,-55.16,-19.05,55.95,83.41,98.17,97.99,82.88,55.16,19.05,-19.97,-55.95
0.350010,20.59,-83.75,-98.29,-97.86,-82.53,-54.64,-18.43,56.47,83.75,98.29,97.86,82.53,54.64,18.43,-20.59,-56.47
0.351008,21.20,-84.09,-98.40,-97.73,-82.17,-54.11,-17.81,56.99,84.09,98.40,97.73,82.17,54.11,17.81,-21.20,-56.99
0.352079,21.81,-84.43,-98.51,-97.59,-81.81,-53.58,-17.19,57.50,84.43,98.51,97.59,81.81,53.58,17.19,-21.81,-57.50
0.353012,22.43,-84.77,-98.62,-97.45,-81.45,-53.05,-16.57,58.01,84.77,98.62,97.45,81.45,53.05,16.57,-22.43,-58.01
0.354010,23.04,-85.10,-98.72,-97.31,-81.09,-52.52,-15.95,58.52,85.10,98.72,97.31,81.09,52.52,15.95,-23.04,-58.52
0.355008,23.65,-85.43,-98.82,-97.16,-80.72,-51.98,-15.33,59.03,85.43,98.82,97.16,80.72,51.98,15.33,-23.65,-59.03
0.356007,24.26,-85.75,-98.91,-97.01,-80.34,-51.44,-14.71,59.54,85.75,98.91,97.01,80.34,51.44,14.71,-24.26,-59.54
0.357009,24.87,-86.07,-99.00,-96.86,-79.97,-50.90,-14.09,60.04,86.07,99.00,96.86,79.97,50.90,14.09,-24.87,-60.04
